codproc,nome,sexo,idade_min,idade_max,vlr_sp,qtde_maxima,ptos_ato,dias_permanencia,complexidade,co_financiamento
416050050,EXCISÃO LOCAL DE TUMOR DO RETO EM ONCOLOGIA,I,12,130,223,08,1,240,4,3,6
416120024,MASTECTOMIA RADICAL COM LINFADENECTOMIA AXILAR EM ONCOLOGIA,I,12,130,925,13,2,300,3,3,6
418010099,IMPLANTE DE CATETER TIPO TENCKOFF OU SIMILAR P/DPI,I,0,130,0,1,0,9999,3,4
603080227,MICOFENOLATO DE SODIO 180MG P/TRANSPLANTE (POR COMPRIMIDO) ,I,0,130,0,120,0,9999,3,4
701020016,ÓRTESE / CINTA LSO TIPO PUTTI (BAIXA) ,N,9999,9999,0,1,0,9999,0,6
701020300,ÓRTESE TLSO CORRETIVA TORACO-LOMBAR EM POLIPROPILENO,N,9999,9999,0,1,0,9999,0,6
701020377,PRÓTESE ENDOESQUELÉTICA TRANSTIBIAL TIPO PTB-PTS-KBM EM ALUMÍNIO OU AÇO ,N,9999,9999,0,2,0,9999,0,6
701030062,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO A,N,9999,9999,0,2,0,9999,0,6
701030070,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO B,N,9999,9999,0,2,0,9999,0,6
802010016,DIARIA DE ACOMPANHANTE ADULTO (COM PERNOITE),I,18,59,0,9999,0,9999,0,6
413010031,CURATIVO EM GRANDE QUEIMADO,I,0,130,0,15,0,9999,3,6
413010090,TRATAMENTO DE PEQUENO QUEIMADO,I,0,130,113,75,1,200,3,2,6
413030032,LIPOENXERTIA DE GLÚTEO EM PACIENTE COM LIPODISTROFIA GLÚTEA DECORRENTE DO USO DE ANTI-RETROVIRAL,I,19,75,251,63,1,300,2,3,6
413040127,RECONSTRUCAO DE POLO SUPERIOR DA ORELHA,I,0,130,146,71,2,200,1,2,6
414010035,MOLDAGEM / IMPLANTE EM PELE / MUCOSA (POR TRATAMENTO COMPLETO),I,20,130,349,95,1,850,2,3,6
414010086,REDUCAO CRUENTA DE FRATURA ALVEOLO-DENTARIA,I,0,0,0,1,250,2,2,6
414020103,EXCISAO DE CALCULO DE GLANDULA SALIVAR,I,0,0,0,1,200,2,2,6
414020332,TRATAMENTO CIRURGICO DE DENTE INCLUSO EM PACIENTE C/ ANOMALIA CRANIO-FACIAL,I,0,0,0,9999,0,9999,3,6
416010024,CISTECTOMIA TOTAL E DERIVACAO EM 1 SO TEMPO EM ONCOLOGIA,I,0,130,894,87,1,450,10,3,6
416010156,RESSECCAO DE TUMOR VESICAL A CEU ABERTO EM ONCOLOGIA,I,1,9,2,77,1,150,5,3,6
416020062,LINFADENECTOMIA RADICAL AXILAR UNILATERAL EM ONCOLOGIA,I,1,9,2,48,1,300,2,3,6
416030041,RESSECÇÃO DE GLANDULA SUBMANDIBULAR EM ONCOLOGIA,I,12,130,223,1,1,200,2,3,6
416040012,ANASTOMOSE BILEO-DIGESTIVA EM ONCOLOGIA,I,12,130,325,12,1,250,4,3,6
416060102,VULVECTOMIA PARCIAL EM ONCOLOGIA ,F,12,130,300,08,1,300,3,3,6
416080065,EXTIRPACAO E SUPRESSAO MULTIPLA DE LESAO DA PELE E TECIDO CELULAR SUBCUTANEO EM ONCOLOGIA ,I,0,9,1,4,1,240,4,3,6
416080073,MAXILECTOMIA C/ OU S/ ESVAZIAMENTO ORBITARIO EM ONCOLOGIA,I,1,9,5,61,1,450,7,3,6
416090036,HEMIPELVECTOMIA EM ONCOLOGIA,I,0,130,1067,85,1,450,7,3,6
416090095,RESSECCAO DE TUMOR MALIGNO DO OSSO TEMPORAL EM ONCOLOGIA,I,1,9,2,77,1,450,5,3,6
416090109,RESSECÇÃO DE TUMOR ÓSSEO COM SUBSTITUIÇÃO (ENDOPRÓTESE) OU COM RECONSTRUÇÃO E FIXAÇÃO EM ONCOLOGIA,I,0,130,932,75,1,450,6,3,6
416120040,RESSECÇÃO DE LESÃO NÃO PALPÁVEL DE MAMA COM MARCAÇÃO EM ONCOLOGIA (POR MAMA) ,F,12,130,540,59,2,200,2,3,6
418010013,CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTIA DE POLITETRAFLUORETILENO (PTFE),I,0,130,0,1,0,9999,3,4
501010025,IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO),I,0,110,0,1,0,9999,3,4
501040048,IDENTIFICACAO DE DOADOR VIVO DE RIM 2A FASE (POR DOADOR TIPADO) ,I,18,90,0,1,0,9999,3,4
413010066,TRATAMENTO DE GRANDE QUEIMADO ,I,0,130,653,74,1,850,10,3,6
413030024,LIPOASPIRAÇÃO DE PAREDE ABDOMINAL OU DORSO EM PACIENTES COM LIPODISTROFIA DECORRENTE DO USO DE ANTI-RETROVIRAL,I,18,75,353,47,1,300,2,3,6
413040011,AUTONOMIZACAO DE RETALHO,I,0,130,0,9999,0,9999,2,6
413040186,TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DA AXILA,I,0,130,166,79,1,250,1,2,6
414010132,REDUCAO CRUENTA DE FRATURA DO MAXILAR SUPERIOR - LE FORT III C/ APARELHO DE CONTENCAO ,I,0,0,0,1,150,3,2,6
414010310,TRATAMENTO CIRURGICO NO ARCO ZIGOMATICO,I,0,0,0,9999,0,9999,2,6
414020243,REIMPLANTE E TRANSPLANTE DENTAL (POR ELEMENTO) ,I,5,130,0,9999,0,9999,2,6
416010148,RESSECCAO DE COLO VESICAL A CEU ABERTO EM ONCOLOGIA ,I,1,9,2,77,1,518,8,3,6
416020038,LINFADENECTOMIA DE TRONCO CELIACO EM ONCOLOGIA ,I,1,9,6,02,1,450,10,3,6
416040101,HEPATECTOMIA PARCIAL EM ONCOLOGIA,I,0,130,541,01,2,150,6,3,6
416040136,PANCREATO-ENTEROSTOMIA EM ONCOLOGIA,I,1,9,2,77,1,518,8,3,6
416090052,DESARTICULACAO INTERESCAPULO-TORACICA EM ONCOLOGIA,I,0,9,5,79,1,450,6,3,6
502010010,AVALIACAO CLINICA DE MORTE ENCEFALICA EM MAIOR DE 2 ANOS,I,2,90,140,1,0,9999,3,4
503010022,AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO DE SAUDE,I,0,90,0,1,0,9999,3,4
503040010,COORDENACAO DE SALA CIRURGICA P/ RETIRADA DE ORGAOS E TECIDOS P/ TRANSPLANTE ,I,0,90,200,1,0,9999,0,4
504020021,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (101-200 GR) ,I,9999,9999,0,1,0,9999,3,4
505020033,PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE SIMULTANEO DE PANCREAS E RIM,I,0,130,0,9999,5000,9999,3,4
701030097,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO A,N,9999,9999,0,2,0,9999,0,6
701040092,ÓCULOS COM LENTE FILTRANTE PARA ALBINOS,I,4,130,0,1,0,9999,0,6
701050012,BOLSA DE COLOSTOMIA FECHADA COM ADESIVO MICROPOROSO ,N,9999,9999,0,60,0,9999,0,6
701060018,BARREIRAS PROTETORAS DE PELE SINTÉTICA E/OU MISTA EM FORMA DE PÓ / PASTA E/OU PLACA ,N,9999,9999,0,9999,0,9999,0,6
701060026,BOLSA COLETORA P/ UROSTOMIZADOS,N,9999,9999,0,30,0,9999,0,6
701070056,COROA PROVISORIA,N,9999,9999,0,32,0,9999,0,6
408050608,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA DISTAL DE TÍBIA,I,0,18,174,74,2,300,3,2,6
408050632,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA,I,0,130,247,8,2,400,4,2,6
408050721,TRATAMENTO CIRÚRGICO DE METATARSO PRIMO VARO,I,0,130,114,19,2,200,3,2,6
408050772,TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO INVETERADO,I,18,130,181,37,2,300,2,3,6
408050845,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO AO NÍVEL DO JOELHO,I,0,130,145,07,2,250,4,2,6
408060174,OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ,I,0,130,194,45,1,150,3,2,6
408060549,TRANSPOSIÇÃO / TRANSFERÊNCIA MIOTENDINOSA ÚNICA,I,0,130,84,03,1,150,2,2,6
409010197,LOMBOTOMIA,I,0,130,183,4,1,250,4,2,6
409010219,NEFRECTOMIA TOTAL ,I,0,130,197,74,1,250,4,2,6
409010340,PIELOTOMIA,I,0,130,183,28,1,250,4,2,6
409010570,URETEROPLASTIA ,I,0,130,183,38,1,250,5,2,6
409020109,RESSECCAO E FECHAMENTO DE FISTULA URETRAL,I,0,130,148,61,1,200,3,2,6
409060143,HISTERECTOMIA TOTAL AMPLIADA (WERTHEIN-MEIGS),F,12,130,241,07,1,300,4,2,6
409060151,HISTERECTOMIA VIDEOLAPAROSCOPICA ,F,12,130,185,11,1,250,2,2,6
409060178,HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO,F,10,130,78,52,1,50,1,2,6
409070238,TRATAMENTO CIRURGICO DE FISTULA RETO-VAGINAL,F,0,130,110,1,150,3,2,6
410010030,EXERESE DE MAMA SUPRANUMERARIA,I,0,130,0,9999,0,9999,2,6
412040034,ESTERNECTOMIA SUBTOTAL,I,0,130,733,54,1,400,8,3,6
412040042,LIGADURA DO DUCTO TORACICO (QUALQUER METODO),I,0,130,354,12,1,250,5,3,6
412040050,MOBILIZACAO DE RETALHOS MUSCULARES / DO OMENTO ,I,0,130,733,1,1,400,5,3,6
412040140,TORACOCENTESE,I,0,0,0,9999,0,9999,2,6
412050021,DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR,I,0,0,0,9999,250,5,2,6
412050129,RETIRADA DE DRENO TUBULAR TORACICO ,I,0,0,0,9999,0,9999,2,6
408050675,TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISÁRIA NO MEMBRO INFERIOR ,I,0,18,167,88,2,300,3,2,6
408050748,TRATAMENTO CIRÚRGICO DE PÉ PLANO VALGO,I,0,130,114,19,2,200,2,2,6
408050810,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO COLO DO FÊMUR,I,0,130,260,45,2,550,4,2,6
408060115,ENCURTAMENTO DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ,I,0,130,101,71,1,200,2,2,6
408060140,FASCIECTOMIA,I,0,130,95,66,1,150,2,2,6
408060220,RESSECÇÃO DE EXOSTOSE,I,0,130,0,2,0,9999,2,6
408060239,RESSECÇÃO DE TUMOR E RECONSTRUÇÃO C/ RETALHO MICROCIRÚRGICO,I,0,85,701,19,1,450,6,3,6
408060492,TRANSPLANTE DO HALUX P/ O POLEGAR,I,0,130,176,59,1,550,3,3,6
409010030,CISTECTOMIA TOTAL ,I,0,130,352,73,1,450,6,2,6
409010332,PIELOSTOMIA ,I,0,130,256,73,1,250,4,2,6
409010499,TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL ,I,18,130,183,3,1,300,2,2,6
409010529,URETERECTOMIA,I,0,130,183,29,1,250,5,2,6
409010545,URETEROENTEROPLASTIA,I,0,130,183,24,1,250,5,2,6
409020052,LIGADURA / SECCAO DE VASOS ABERRANTES ,I,0,130,146,73,1,150,4,2,6
409020117,TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA ,I,0,130,0,9999,0,9999,2,6
409040215,TRATAMENTO CIRURGICO DE HIDROCELE,M,0,130,75,12,1,100,1,2,6
409060054,CURETAGEM UTERINA EM MOLA HIDATIFORME ,F,10,130,70,88,1,50,2,2,6
409060216,OOFORECTOMIA / OOFOROPLASTIA,F,0,130,151,86,1,150,2,2,6
409070025,COLPECTOMIA ,F,10,130,146,64,1,250,2,2,6
409070289,TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA ,F,0,130,183,34,1,250,1,2,6
410010014,DRENAGEM DE ABSCESSO DE MAMA,I,0,130,48,93,2,50,2,2,6
411010018,DESCOLAMENTO MANUAL DE PLACENTA,F,9,60,73,33,1,50,2,2,6
802010075,DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI III),I,0,19,72,02,9999,0,9999,0,6
408050691,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO-FALANGIANA / INTER-FALANGIANA ,I,0,130,114,13,10,200,2,2,6
408050780,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA AO NÍVEL DO TARSO ,I,0,130,144,2,2,200,3,2,6
408050861,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE TIBIAL ,I,0,130,195,55,2,300,4,2,6
408060077,ARTROPLASTIA DE RESSECÇÃO DE PEQUENAS ARTICULAÇÕES,I,0,130,114,17,10,200,3,2,6
408060123,EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES,I,0,130,105,51,1,200,2,2,6
408060263,RESSECÇÃO DE TUMOR ÓSSEO C/ SUBSTITUIÇÃO (ENDOPRÓTESE),I,0,130,592,22,1,450,5,3,6
408060590,TRATAMENTO CIRÚRGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MÃO E DO PÉ,I,5,130,164,42,2,450,3,2,6
408060697,TRATAMENTO CIRÚRGICO DE SINDACTILIA COMPLEXA (C/ FUSÃO ÓSSEA),I,0,130,133,34,4,250,2,3,6
408060719,VIDEOARTROSCOPIA,I,0,130,0,1,0,9999,2,6
409010057,CISTOENTEROPLASTIA,I,0,130,352,75,1,450,6,2,6
409010430,TRATAMENTO CIRURGICO DE CISTOCELE,I,10,130,146,64,1,250,2,2,6
409010537,URETEROCISTONEOSTOMIA,I,0,130,169,88,1,250,5,2,6
409020150,URETRORRAFIA,I,0,130,148,61,1,200,3,2,6
409040045,EPIDIDIMECTOMIA C/ ESVAZIAMENTO GANGLIONAR ,M,0,130,110,1,100,1,2,6
409050016,AMPUTACAO DE PENIS,M,0,130,183,34,1,250,3,2,6
409060135,HISTERECTOMIA TOTAL ,F,12,130,221,71,1,250,3,2,6
409060267,SALPINGOPLASTIA VIDEOLAPAROSCOPICA ,F,0,130,146,72,1,200,1,2,6
409070173,EXTRACAO DE CORPO ESTRANHO DA VAGINA,F,0,130,0,9999,0,9999,2,6
409070297,VULVECTOMIA AMPLIADA C/ LINFADENECTOMIA,F,20,130,326,5,1,550,4,2,6
410010049,EXERESE DE MAMILO ,I,0,130,0,9999,0,9999,2,6
410010103,REVERSAO DE MAMILO INVERTIDO,F,0,130,0,9999,0,9999,2,6
802010113,DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE QUEIMADOS ,I,0,130,45,62,9999,0,9999,0,6
803010133,UNIDADE DE REMUNERAÇÃO P/DESLOCAMENTO INTERESTADUAL DE ACOMPANHANTE POR TRANSPORTE AEREO (CADA 200 MILHAS) - (P/TRATAMENTO CNRAC) ,I,18,80,0,9999,0,9999,0,6
408050799,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE DO FÊMUR,I,0,130,225,27,2,400,4,2,6
408050870,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO/ PERDA ÓSSEA DA METÁFISE TIBIAL ,I,0,130,177,77,2,300,4,2,6
408050900,TRATAMENTO CIRÚRGICO DO HALUX RIGIDUS ,I,18,130,114,19,2,200,3,2,6
408060085,BURSECTOMIA ,I,12,130,82,24,1,250,2,2,6
408060352,RETIRADA DE FIO OU PINO INTRA-ÓSSEO,I,0,130,55,96,2,50,1,2,6
408060620,TRATAMENTO CIRÚRGICO DE INFECÇÃO PÓS-ARTROPLASTIA (GRANDES ARTICULAÇÕES),I,16,130,232,77,1,400,4,2,6
409010081,CISTORRAFIA ,I,0,130,160,04,1,150,3,2,6
409010260,NEFRORRAFIA ,I,0,130,256,56,1,250,4,2,6
409010391,RETIRADA PERCUTANEA DE CALCULO URETERAL C/ CATETER,I,0,130,183,35,1,250,3,2,6
409020168,URETROSTOMIA PERINEAL / CUTANEA / EXTERNA,I,0,130,126,26,1,200,3,2,6
409030031,PROSTATOVESICULECTOMIA RADICAL,M,30,130,513,16,1,300,4,2,6
409040142,ORQUIECTOMIA SUBCAPSULAR BILATERAL ,M,40,130,209,74,1,200,2,2,6
409050059,LIBERACAO / PLASTIA DE PREPUCIO,M,0,130,0,9999,0,9999,2,6
409060089,EXCISÃO TIPO I DO COLO UTERINO,F,20,130,0,1,0,9999,2,6
409070033,COLPOCLEISE (CIRURGIA DE LE FORT),F,25,130,159,98,1,250,3,2,6
409070165,EXTIRPACAO DE LESAO DE VULVA / PERINEO (POR ELETROCOAGULACAO OU FULGURACAO),F,12,130,0,1,0,9999,2,6
409070203,OPERACAO DE BURCH ,F,30,130,152,2,1,200,3,2,6
409070211,RECONSTRUCAO DA VAGINA,F,0,130,186,77,1,250,3,2,6
411010085,TRATAMENTO CIRURGICO DE INVERSAO UTERINA AGUDA POS PARTO,F,9,60,210,69,1,600,2,2,6
412040026,ESTERNECTOMIA COM OU SEM PRÓTESE ,I,0,130,733,54,1,400,8,3,6
412040182,TRATAMENTO CIRÚRGICO DE DEFEITOS CONGÊNITOS DO TORAX,I,0,130,733,6,1,400,6,3,6
412050048,LOBECTOMIA PULMONAR ,I,0,130,513,26,1,300,6,3,6
803010044,AJUDA DE CUSTO PARA ALIMENTAÇÃO/PERNOITE DE ACOMPANHANTE,I,18,80,0,9999,0,9999,0,6
408050551,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,I,0,130,145,07,2,250,3,2,6
408050586,TRATAMENTO CIRÚRGICO DE FRATURA INTERCONDILEANA / DOS CÔNDILOS DO FÊMUR ,I,0,130,145,07,2,250,4,2,6
408050829,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO PÉ,I,0,130,114,2,10,200,2,2,6
408060042,AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO ,I,0,130,109,8,10,150,2,2,6
408060069,ARTROPLASTIA DE RESSECÇÃO DE MÉDIA / GRANDE ARTICULAÇÃO ,I,0,130,234,46,2,450,3,2,6
409010111,DILATACAO PERCUTANEA DE ESTENOSES URETERAIS E JUNCAO URETERO-VESICAL ,I,0,130,0,9999,0,9999,3,6
409010189,LITOTRIPSIA ,I,2,130,181,29,1,300,1,2,6
409010413,TRATAMENTO CIRURGICO DE BEXIGA NEUROGENICA ,I,0,130,192,17,1,300,5,2,6
409010421,TRATAMENTO CIRURGICO DE CISTO DE RIM POR PUNCAO,I,0,130,0,9999,0,9999,3,6
409040185,REPARACAO E OPERACAO PLASTICA DO TESTICULO ,M,0,130,146,67,1,200,2,2,6
409050105,TRATAMENTO CIRURGICO DE ELEFANTIASE DO PENIS,M,0,130,209,61,1,300,1,2,6
409060119,HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL) ,F,12,130,258,8,1,300,3,2,6
409060194,MIOMECTOMIA ,F,12,130,184,97,1,250,2,2,6
409060232,SALPINGECTOMIA UNI / BILATERAL,F,0,130,152,87,1,200,2,2,6
409070076,COLPOPERINEORRAFIA NAO OBSTETRICA,F,25,130,146,65,1,250,2,2,6
409070130,EPISIOPERINEORRAFIA NAO OBSTETRICA ,F,10,130,73,35,1,50,2,2,6
409070262,TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS ,F,0,130,70,62,1,50,1,2,6
411020013,CURETAGEM POS-ABORTAMENTO / PUERPERAL ,F,9,60,70,41,1,50,1,2,6
412010038,COLOCAÇÃO DE PROTESE LARINGO-TRAQUEAL/ TRAQUEAL/ TRAQUEO-BRONQUICA/ BRONQUICA POR VIA ENDOSCOPICA (INCLUI PROTESE),I,0,130,293,3,1,200,2,3,6
412010097,TRAQUEOPLASTIA POR ACESSO TORÁCICO ,I,0,130,348,28,1,200,4,3,6
412020076,TRAQUEOSTOMIA MEDIASTINAL ,I,0,130,348,28,1,200,4,3,6
412020084,TRATAMENTO DE MEDIASTINITE (QUALQUER VIA),I,0,130,610,3,1,450,5,3,6
412030012,DESCORTICAÇÃO PULMONAR,I,0,130,616,16,1,400,15,2,6
408050713,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO TARSO-METATARSICA,I,0,130,114,13,10,200,3,2,6
408060190,OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ,I,0,130,185,1,2,150,3,2,6
408060212,RESSECÇÃO DE CISTO SINOVIAL,I,0,130,39,09,2,50,1,2,6
408060646,TRATAMENTO CIRÚRGICO DE MÃO OU PÉ EM FENDA / DEDO BÍFIDO / MACRODACTILIA / POLIDACTILIA,I,0,130,102,8,2,200,2,3,6
408060654,TRATAMENTO CIRÚRGICO DE POLIDACTILIA NÃO ARTICULADA ,I,0,130,0,2,0,9999,2,6
409010120,DIVERTICULECTOMIA VESICAL ,I,0,130,126,91,1,150,3,2,6
409010286,NEFROSTOMIA C/ OU S/ DRENAGEM ,I,0,130,183,4,1,250,4,2,6
409010359,PUNCAO / ASPIRACAO DA BEXIGA,I,0,130,0,9999,0,9999,2,6
409010375,RESSECCAO ENDOSCOPICA DA EXTREMIDADE DISTAL DO URETER,I,0,130,183,28,1,300,3,2,6
409010553,URETEROENTEROSTOMIA ,I,0,130,256,73,1,250,5,2,6
409020079,MEATOTOMIA SIMPLES,I,0,130,80,66,9999,100,1,2,6
409020125,URETROPLASTIA (RESSECCAO DE CORDA) ,I,0,130,73,33,1,100,3,2,6
409040134,ORQUIDOPEXIA UNILATERAL ,M,0,130,136,16,1,200,1,2,6
409060062,DILATACAO DE COLO DO UTERO,F,10,60,0,9999,0,9999,2,6
409060127,HISTERECTOMIA SUBTOTAL,F,12,130,190,94,1,250,3,2,6
409070041,COLPOPERINEOCLEISE,F,25,130,146,64,1,250,2,2,6
409070149,EXERESE DE CISTO VAGINAL,F,0,130,146,65,9999,250,1,2,6
410010073,PLASTICA MAMARIA FEMININA NAO ESTETICA,F,10,130,183,71,2,250,1,2,6
411010069,RESSUTURA DE EPISIORRAFIA POS-PARTO,F,8,60,0,9999,0,9999,2,6
412010054,FECHAMENTO DE FISTULA TRAQUEO-CUTANEA ,I,0,0,0,9999,200,4,2,6
412010062,PUNCAO DE TRAQUEIA C/ ASPIRACAO,I,0,130,0,9999,0,9999,2,6
412020017,MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR ,I,0,130,461,38,1,300,5,3,6
702120022,LIQUIDO DE PRESERVACAO DE FIGADO P/ TRANSPLANTE (LITRO) ,N,9999,9999,0,4,0,9999,0,4
408050764,TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO ,I,0,18,120,91,2,200,2,2,6
408060131,EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULAÇÕES,I,0,130,58,74,5,150,2,2,6
408060166,OSTECTOMIA DE OSSOS DA MÃO E/OU DO PÉ ,I,0,130,110,41,5,150,3,2,6
408060204,REINSERÇÃO MUSCULAR ,I,0,130,79,74,2,150,2,2,6
408060425,REVISÃO CIRÚRGICA DE COTO DE AMPUTAÇÃO DOS DEDOS,I,0,130,75,17,10,100,2,2,6
409010200,NEFRECTOMIA PARCIAL ,I,0,130,194,8,1,250,4,2,6
409010510,TRATAMENTO CIRURGICO DE URETEROCELE,I,0,130,183,36,1,250,3,2,6
409040029,DRENAGEM DE ABSCESSO DO EPIDIDIMO E/OU CANAL DEFERENTE,M,0,130,0,1,0,9999,2,6
409040096,EXPLORACAO CIRURGICA DA BOLSA ESCROTAL,M,0,130,109,98,1,100,2,2,6
409050075,PLASTICA TOTAL DO PENIS ,M,0,130,183,34,1,250,2,2,6
409060020,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR C/ AMPUTACAO DE COLO,F,20,130,180,96,1,250,2,2,6
409070050,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR ,F,25,130,174,31,1,250,2,2,6
409070220,TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS,F,0,130,70,62,1,50,1,2,6
412040069,PLUMBAGEM EXTRAFASCIAL,I,0,130,366,55,1,400,24,2,6
412040166,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,I,0,130,404,28,2,250,5,2,6
603080219,TACROLIMO 5 MG P/ TRANSPLANTE (POR CAPSULA),I,0,130,0,140,0,9999,3,4
701010029,CADEIRA DE RODAS ADULTO / INFANTIL (TIPO PADRÃO),N,9999,9999,0,1,0,9999,0,6
701020059,ÓRTESE / COLETE TLSO TIPO KNIGHT ,N,9999,9999,0,1,0,9999,0,6
701020164,ÓRTESE METALICA SUROPODÁLICA (INFANTIL),N,9999,9999,0,2,0,9999,0,6
701020555,PRÓTESE PASSIVA PARA AMPUTAÇÃO PARCIAL DA MÃO,N,9999,9999,0,1,0,9999,0,6
701030011,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO DE CONDUÇÃO ÓSSEA CONVENCIONAL TIPO A,N,9999,9999,0,2,0,9999,0,6
701030054,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO C ,N,9999,9999,0,2,0,9999,0,6
802010121,DIÁRIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL - UTIN (TIPO II),I,0,0,67,8,9999,0,9999,0,6
408050624,TRATAMENTO CIRÚRGICO DE FRATURA SUPRACONDILEANA DO FÊMUR (METÁFISE DISTAL) ,I,0,130,247,8,2,400,4,2,6
408050667,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO),I,0,130,150,17,2,250,2,2,6
408060301,RESSECÇÃO MUSCULAR,I,0,130,79,74,9999,150,2,2,6
408060310,RESSECÇÃO SIMPLES DE TUMOR ÓSSEO / DE PARTES MOLES,I,0,130,117,9,1,150,2,2,6
408060336,RETIRADA DE CORPO ESTRANHO INTRA-ÓSSEO,I,0,130,51,43,1,50,2,2,6
408060476,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO,I,0,130,173,8,2,300,2,2,6
408060573,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ),I,0,130,114,15,10,200,1,2,6
408060638,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO INTER-FALANGEANA ,I,0,130,82,9,10,150,2,2,6
408060670,TRATAMENTO CIRÚRGICO DE RETRAÇÃO MUSCULAR,I,0,130,137,92,2,200,2,2,6
408060689,TRATAMENTO CIRÚRGICO DE RUTURA DO APARELHO EXTENSOR DO DEDO,I,0,130,0,2,0,9999,2,6
409010065,CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA,I,0,130,160,06,1,150,2,2,6
409010073,CISTOPLASTIA (CORRECAO DE EXTROFIA VESICAL),I,0,130,399,98,1,450,6,2,6
